id,title,year,rating,votes,description,genres
752260,Coco,2017,8.26886,193921,"Bohaterem filmu jest Miguel. W jego rodzinie od pokoleń muzyka jest zakazana. Jednak Miguel marzy, by pójść w ślady swojego idola, wielkiego muzyka Ernesta de la Cruza. Zdesperowany chce udowodnić światu swój talent, a to – za sprawą serii przedziwnych wydarzeń – doprowadzi go do niezwykle kolorowej Krainy Umarłych. Po drodze spotyka uroczego oszusta Hectora. Wspólnie spróbują rozwikłać tajemnicę z przeszłości rodziny Miguela...","['Animacja', 'Familijny', 'Przygodowy']"
808321,Milczenie,2020,6.21374,12267,"Po zaginięciu córki Rayburn rzucił łowiectwo i myślistwo i postanowił pomagać zwierzętom, które sam kiedyś zabijał, ustanawiając samowystarczalny rezerwat przyrody na granicy z nieprzyjazną dziczą Boundary Waters Wilderness. Teraz spędza całe dnie pijąc i obserwując aktywność zwierząt przy pomocy licznych kamer monitorujących jego odosobniony teren. Jego życie staje się zagrożone, kiedy zauważa on coś przerażającego na jednym z monitorów. W rezerwacie Rayburna zabójca w stroju maskującym poluje na dziewczynę przypominającą jego zaginioną córkę. Zdeterminowany, by ją uratować, Rayburn wyrusza w dzicz w pościg, aby ją znaleźć, zanim zrobi to zabójca.","['Kryminał', 'Thriller']"
659676,Spider-Man: Homecoming,2017,7.17671,174210,"Młody Peter Parker/Spider-Man ([person=1619211]Tom Holland[/person]), poszukuje swojego nowego ego superbohatera. Zafascynowany przygodą z Avengersami, wraca do domu, gdzie mieszka wraz z ciotką May ([person=286]Marisa Tomei[/person]). Cały czas pozostaje pod czujnym okiem swego mentora – Tony’ego Starka ([person=31]Robert Downey Jr.[/person]). Próbuje wrócić do normalnego życia, unikając myśli, że jest kimś więcej niż tylko ""Spider-Manem z sąsiedztwa"". Jednak kiedy pojawia się Vulture ([person=57]Michael Keaton[/person]), nowy groźny wróg, wszystko, co dla Petera ważne, staje się zagrożone.
","['Akcja', 'Sci-Fi']"
10014103,Strefa interesów,2023,7.13609,57639,"Rudolf ([person=225426]Christian Friedel[/person]) wraz z żoną Hedwig ([person=570672]Sandra Hüller[/person]) oraz czwórką dzieci i psem mieszkają w przestronnym, pedantycznie czystym domu z wypielęgnowanym ogrodem i szklarnią. Celebrują rodzinne obiady, marzą o wakacjach w ukochanych Włoszech. W weekendy lubią popływać kajakami lub pospacerować po lesie z przyjaciółmi. Jednak zza ścian ich domu często dobiegają niepokojące odgłosy, a czasem rozpaczliwe krzyki, ponieważ Rudolf Höss jest komendantem obozu koncentracyjnego Auschwitz-Birkenau.","['Dramat', 'Wojenny']"
514675,Deadpool,2016,7.55555,379105,"Ekranizacja jednego z najoryginalniejszych komiksów Marvel Comics. Wade Wilson ([person=56971]Ryan Reynolds[/person]) - niegdyś agent służb specjalnych, a obecnie najemnik - poddany zostaje nielegalnemu eksperymentowi, w wyniku którego nabywa niezwykłych mocy samouzdrawiania. Odtąd staje się znany jako ""Deadpool"" i wyposażony w nowe zdolności oraz czarne poczucie humoru wyrusza z misją wymierzenia sprawiedliwości człowiekowi, który niemal zniszczył mu życie.
","['Komedia', 'Akcja', 'Sci-Fi']"
630798,Blade Runner 2049,2017,7.537,196742,"Minęło 30 lat od wydarzeń przedstawionych w filmie ""[film=734]Łowca androidów[/film]"" [person=346]Ridleya Scotta[/person]. Wtedy w 2019 roku agent Rick Deckard ([person=174]Harrison Ford[/person]) ścigał w Los Angeles zbuntowane androidy z serii Nexus 6. Teraz w 2049 roku do akcji wkracza nowy Blade Runner, czyli łowca - oficer K ([person=55013]Ryan Gosling[/person]). Niespodziewanie funkcjonariusz odkrywa spisek, który może zniszczyć pozostałości dawnego porządku i społeczeństwa. Żeby uratować i tak już zrujnowany świat, K musi poprosić o pomoc Deckarda. Problem w tym, że Rick ukrywa się od czasu, gdy w 2019 roku uciekł z Los Angeles...","['Thriller', 'Sci-Fi']"
10022797,Eden,2024,6.28856,201,"Niemiecki lekarz i myśliciel Friedrich Ritter osiedla się wraz z kochanką na bezludnej wyspie w archipelagu Galapagos. Wierzy, że tylko z dala od zachodniej cywilizacji może być panem własnego losu. Szybko zrozumie jednak, że rzeczywistość na wyspie daleka jest od rajskich wyobrażeń. Surowa przyroda, trudności z dostępem do wody i zabójcze drapieżniki wkrótce okażą się najmniejszymi z jego problemów. Niedoszły raj stanie się piekłem za sprawą kolejnych sześciorga osadników, którzy podobnie jak Ritter marzą o nowym początku. Próby pokojowego współistnienia zmienią się w niebezpieczną grę szalonych ambicji i nieokiełznanych namiętności. Między mieszkańcami wyspy wywiąże się walka o władzę, która prowadzi do zdrady, przemocy i rozlewu krwi.",['Thriller']
751753,Legion samobójców: The Suicide Squad,2021,6.62451,58651,"Witajcie w piekle, zwanym też Belle Reve. Jest to więzienie z największym odsetkiem zgonów w Stanach Zjednoczonych Ameryki. Trzymani są tu najgorsi superzłoczyńcy, którzy posuną się do wszystkiego, żeby odzyskać wolność. Nawet do wstąpienia do supertajnej i superszemranej Jednostki Uderzeniowej X. Dzisiejsze zadanie z rodzaju wykonaj albo zgiń? Zebrać oddział przestępców, w tym Bloodsporta, Peacemakera, Kapitana Boomeranga, Ratcatcher Drugą, Savanta, King Sharka, Blackguarda, Javelina i ulubioną świruskę każdego, Harley Quinn. Następnie uzbroić ich po zęby i zrzucić (dosłownie) na odludnej wyspie Corto Maltese, na której roi się od wrogów. Oddział, wykonując swoją misję poszukiwawczą, przedziera się przez dżunglę, w której za każdym drzewem czają się bojówkarze i partyzanci. Renegatów okiełznać może jedynie towarzyszący im pułkownik Rick Flag... oraz rządowe implanty w uszach, zdradzające każde ich posunięcie Amandzie Waller. I jak zwykle – jeden nieopatrzny ruch i nie żyją (z ręki przeciwników, współtowarzysza lub samej Waller). Gdyby ktoś chciał pobawić się w hazardzistę, to rozsądek podpowiada, żeby na nich nie stawiać. Na żadne z nich. ","['Akcja', 'Sci-Fi']"
10053602,M3GAN 2.0,2025,5.87361,1353,"Dwa lata po tym, jak M3GAN, cud sztucznej inteligencji, zbuntowała się i rozpoczęła morderczy (i nienaganny choreograficznie) szał, a następnie została zniszczona, twórczyni M3GAN, Gemma ([person=1601909]Allison Williams[/person]), stała się głośną orędowniczką rządowego nadzoru nad sztuczną inteligencją. Tymczasem siostrzenica Gemmy, Cady ([person=2508564]Violet McGraw[/person]), ma już 14 lat i buntuje się przeciwko nadopiekuńczym zasadom Gemmy.

W nowym rozdziale w niewyjaśnionych okolicznościach dochodzi do kradzieży technologii leżącej u podstaw działania M3GAN. Zostaje ona niewłaściwie wykorzystana przez potężnego kontrahenta wojskowego do stworzenia robota-szpiega znanego jako Amelia ([person=2004356]Ivanna Sakhno[/person]). Jednak wraz ze wzrostem samoświadomości Amelii, staje się ona zdecydowanie mniej zainteresowana przyjmowaniem rozkazów od ludzi ani przebywaniem ich w pobliżu. Mając na uwadze przyszłość ludzkiej egzystencji, Gemma zdaje sobie sprawę, że jedyną opcją jest wskrzeszenie M3GAN ([person=2923925]Amie Donald[/person]) i zaopatrzenie jej w kilka ulepszeń, dzięki czemu będzie szybsza, silniejsza i bardziej zabójcza. Gdy ścieżki robotów się przetną, dojdzie do konfrontacji.
","['Horror', 'Sci-Fi']"
671051,Gwiezdne wojny: Przebudzenie Mocy,2015,7.20375,258632,"Akcja filmu rozpoczyna się trzydzieści lat po bitwie o Endor i upadku Sithów. Luke Skywalker ([person=4787]Mark Hamill[/person]) przepada bez wieści. Pod jego nieobecność na gruzach Imperium Galaktycznego wyrasta złowroga organizacja Najwyższy Porządek stawiająca sobie za cel zniszczenie ostatniego Jedi. Z poparciem władz Nowej Republiki generał Leia Organa ([person=4788]Carrie Fisher[/person]) dowodzi Ruchem Oporu. Pragnie odnaleźć swojego brata oraz przywrócić pokój w Galaktyce. Leia wysyła najlepszego pilota Poe Damerona ([person=511613]Oscar Isaac[/person]) na pustynną planetę Jakku, gdzie dawny sprzymierzeniec wpadł na informacje o miejscu pobytu Luke'a. Wkrótce Poe zostaje schwytany przez Kylo Rena ([person=1306663]Adam Driver[/person]), posługującego się Ciemną Stroną Mocy czciciela Dartha Vadera. Na jednym z krążowników Najwyższego Porządku Dameron znajduje nieoczekiwanego sojusznika w osobie zbuntowanego szturmowca Finna ([person=1599405]John Boyega[/person]). Tymczasem należący do pilota robot BB-8 spotyka Rey ([person=2111447]Daisy Ridley[/person]) - tajemniczą samotniczkę i zbieraczkę części posiadającą niezwykłe umiejętności i wrażliwość na Moc...
","['Przygodowy', 'Sci-Fi']"
694378,Bogowie,2014,7.98484,372087,"Opowieść o buntowniku, który rzucił wyzwanie naturze,       władzy i własnym ograniczeniom. To film o pierwszym udanym polskim       przeszczepie serca dokonanym przez prof. Religę w Zabrzu. Dramat       nieudanych operacji, walka o każde uderzenie serca, wielkie       ambicje i bolesne porażki, samotność geniusza, który stanął sam       przeciwko swoim mentorom i rozpoczął rewolucję w polskiej       medycynie. Jaką cenę musiał zapłacić za sukces?","['Biograficzny', 'Dramat']"
831520,John Wick 4,2023,7.18809,58754,"Ceny idą w górę, więc także stawka za głowę legendarnego zabójcy, Johna Wicka przebiła już sufit. Stając do ostatecznego pojedynku, który może dać mu upragnioną wolność i zasłużoną emeryturę, John wie, że może liczyć tylko na siebie. Dla niego, to nic nowego. To co zmieniło się tym razem, to fakt, że przeciwko sobie ma całą międzynarodową organizację najlepszych płatnych zabójców, a jej nowy szef Markiz de Gramond jest równie wyrafinowany, co bezlitosny. Zanim John stanie z nim oko w oko, będzie musiał odwiedzić kilka kontynentów mierząc się z całą plejadą twardzieli, którzy wiedzą wszystko o zabijaniu. Tuż przed wielkim finałem tej morderczej symfonii, John Wick trafi na trop swojej dalekiej rodziny, której członkowie mogą mieć decydujący wpływ na wynik całej rozgrywki.","['Thriller', 'Akcja']"
10015514,Dobrzy nieznajomi,2023,7.23496,28337,"Jedna noc i spotkanie z tajemniczym sąsiadem, Harrym, całkowicie odmienia dotychczasowe życie Adama, mieszkańca opustoszałego londyńskiego bloku. W miarę rozwoju ich relacji Adama coraz bardziej pochłaniają wspomnienia z przeszłości. W pewnym momencie mężczyzna postanawia wrócić do miasteczka, w którym dorastał. Gdy trafia do rodzinnego domu, odnajduje swoich rodziców takimi, jakimi ich zapamiętał z dnia ich śmierci przed trzydziestu laty.","['Fantasy', 'Melodramat']"
1067,Lęk pierwotny,1996,7.87719,151298,"Martin Vail ([person=178]Richard Gere[/person]) to jeden z najbardziej znanych i wziętych chicagowskich obrońców w sprawach kryminalnych. Arogancki i cyniczny bardziej interesuje się popularnością niż dociekaniem prawdy. Kiedy zostaje zamordowany arcybiskup Chicago Rushmon ([person=5413]Stanley Anderson[/person]), Vail podejmuje się obrony oskarżonego, widząc w głośnej sprawie kolejną szansę na zdobycie sławy i zaszczytów. W pobliżu miejsca zbrodni zostaje schwytany członek chóru kościelnego, 19-letni Aaron Stampler ([person=4641]Edward Norton[/person]). Na jego ubraniu znaleziono ślady krwi, jest więc głównym podejrzanym o dokonanie zbrodni. Przebywającego w areszcie Aarona odwiedza Vail proponując ubogiemu i nieśmiałemu młodzieńcowi bezpłatną obronę. Oskarżony przez cały czas utrzymuje, że nie popełnił morderstwa. Początkowo obrońca kieruje się jedynie własnym interesem, jednak z czasem zaczyna wierzyć w niewinność swego klienta i zamierza to udowodnić. Vail odkrywa mroczne tajemnice z przeszłości arcybiskupa. Sprawa zatacza coraz szersze kręgi. Obrońca jest bliski rozwiązania zagadki, ale szyki psuje mu równie ambitna i zawzięta młoda prawniczka Janet Venable ([person=4456]Laura Linney[/person]), jego była uczennica, z którą miał romans.","['Dramat', 'Thriller']"
805204,Czas krwawego księżyca,2023,7.11019,56257,"Na początku XX wieku plemię północnoamerykańskich Indian Osagów niemalże z dnia na dzień doszło do ogromnej fortuny, dzięki odkryciu na zamieszkiwanych przez siebie terenach złóż ropy naftowej. Pochodzące z wydobycia płynnego ""złota"" astronomiczne sumy i wizja oszałamiającego bogactwa jak magnes przyciągały różnych ludzi. Biali ludzie bez skrupułów nie tylko wykorzystywali, naciągali i okradali posiadaczy praw do złóż, ale w skrajnych, nierzadkich przypadkach uciekali się do mordowania członków plemienia Osagów, by zawłaszczyć ich majątek. Przedstawione w filmie ""Czas krwawego księżyca” wydarzenia, oparte na prawdziwej historii związku Ernesta Burkharta ([person=30]Leonardo DiCaprio[/person]) i Mollie Kyle ([person=1963146]Lily Gladstone[/person]), pokazują jak miłość i zdrada przeplatają się w fascynującej wielkoekranowej narracji.
",['Kryminał']
10016719,Pearl,2022,6.99527,24739,"Rok 1918. Młoda Pearl żyje na farmie w Teksasie, razem ze sparaliżowanym ojcem i dominującą matką. Dziewczyna chce wyrwać się z prowincji i zostać gwiazdą. Historia Pearl jest opowieścią o marzeniach, ambicji – ale także o szaleństwie. Ti West, jeden z najważniejszych twórców współczesnego horroru, przedstawia prequel swojego filmu ""[film=10006835]X[/film]"". W głównej roli oglądamy brawurową [person=1926894]Mię Goth[/person].","['Dramat', 'Psychologiczny', 'Horror']"
671,Leon zawodowiec,1994,8.14619,847957,"Leon ([person=88]Jean Reno[/person]) jest płatnym zabójcą. W niczym nie przypomina męskiego, twardego i nieposkromionego złoczyńcy. Wręcz przeciwnie: jest cichy, spokojny, na co dzień pije mleko. Pewnego dnia skorumpowana policja zabija swojego dostawcę narkotyków i jego rodzinę. Przeżyła tylko córka, która postanawia zemścić się na zabójcach. To niezwykle trudne zlecenie otrzymuje Leon, u którego młoda dziewczyna znajduje schronienie.
","['Dramat', 'Kryminał']"
375547,Mamma Mia!,2008,6.6417,260851,"Film opowiada historię młodej i ślicznej Sophie ([person=173931]Amanda Seyfried[/person]), która niebawem ma wyjść za mąż. Dziewczyna chciałaby, aby do ślubnego kobierca zaprowadził ją jej ojciec. Problem w tym, że nigdy go nie poznała. Jej matka, Donna ([person=109]Meryl Streep[/person]), zdradza tożsamość trzech mężczyzn, z którymi przed laty coś ją łączyło. Cała trójka zostaje zaproszona na ślub.","['Musical', 'Komedia rom.']"
556929,Jurassic World,2015,6.59246,173698,"Każdego roku do Parku Jurajskiego na Isla Nublar przybywają  miliony turystów, by z bliska podziwiać odtworzone genetycznie  dinozaury. Tymczasem w laboratoriach trwają prace nad kolejnymi  mutacjami genetycznymi, w wyniku których naukowcy powołują do życia  dinozaura o cechach tyranozaura, karnotaura i welociraptora. Monstrum  jest większe, groźniejsze, inteligentniejsze i… wymyka się spod  kontroli.","['Przygodowy', 'Sci-Fi']"
875819,Teściowie,2021,6.89247,85829,"Czy wesele po odwołanym ślubie to przepis na katastrofę? Owszem. I to jaką! Dwie rodziny różni wszystko – pochodzenie, status, zawartość portfela, gust. Rodzice pana młodego i panny młodej początkowo są w szoku. Co takiego się stało? Kto zawinił? Co z weselem? Czy witać gości? Grać muzykę? Polewać wódkę? Kto pokroi tort? Od słowa do słowa uprzejme uśmiechy zamienią się w publiczne pranie brudów. Aż wreszcie wybucha prawdziwa bomba… A tymczasem, wesele rozkręca się w szaloną imprezę. I nikomu nie przeszkadza brak młodej pary.",['Komedia']
10019716,W głowie się nie mieści 2,2024,7.50527,63983,"Nadzwyczajna Riley jako 13-latka zaczyna mierzyć sie z własnymi przekonaniami. Tworzy swoją tożsamość, ale bywa dla siebie surowa, dlatego dowodząca w centrali jej mózgu Radość stoi zawsze na posterunku. Tymczasem po udanym meczu hokeja na lodzie podchodzi do Riley trenerka z liceum, zapraszając na obóz szkoleniowy. Szykującą się do podróży dziewczyną targają więc zmienne emocje, ale marzy, by wypaść dobrze oraz dostać się do pierwszego składu, co zakłóca informacja, że towarzyszące jej przyjaciółki Bree i Grace opuszczą ją, idąc do innej szkoły średniej. Docierając na miejsce, poznaje swoja idolkę Val, która przedstawia ją reszcie drużyny. Jej członkinie niezbyt pozytywnie wypowiadają się o niej podczas treningu, co podsłuchuje nastolatka. Jak to wszystko zgrać ze sobą i myśleć o przyszłości, szczególnie że na pokład centrali dołączają wrogie emocje Obawa, Wstyd, Olewka i Zazdrość chcące przejąć kontrolę?!","['Animacja', 'Komedia']"
10044228,Bogini Partenope,2024,6.76291,7765,"Przyjście na świat małej Partenope jest jak narodziny bogini. Na pięknej wyspie Capri objawia się kobieta idealna, która swą niezwykłą urodą zniewala mężczyzn, jednocześnie wymykając się ich żądzom. Ambitna, ogromnie ciekawa świata, nade wszystko ceni sobie wolność i szukanie własnej drogi przez życie. Od spotkanych na niej mężczyzn, amerykańskiego pisarza, lubieżnego biskupa czy zakochanego w niej do szaleństwa przyjaciela z młodości, uczy się patrzeć na świat pod różnymi kątami. Zanurzona w tętniącym żywiole neapolitańskiej codzienności nigdy nie daje się zdefiniować i ujarzmić.",['Dramat']
842826,Spider-Man: Poprzez multiwersum,2023,8.05466,52136,"Z Brooklynu Miles trafia do multiwersum. Razem z Gwen Stacy, spotykają innych Spider-Manów, którzy mają za zadanie ochronę świata przed zagrożeniami. Kiedy bohaterowie spierają się o to, jak poradzić sobie z nowymi niebezpieczeństwami, Miles musi na nowo zdefiniować, co to znaczy być bohaterem i jak ocalić ludzi, których kocha.","['Animacja', 'Sci-Fi', 'Akcja']"
11726,Dirty Dancing,1987,7.44934,301122,"Młoda dziewczyna ([person=31606]Jennifer Grey[/person]) spędza wakacje wraz z rodzicami i siostrą w ekskluzywnym ośrodku wypoczynkowym. To właśnie tutaj poznaje przystojnego instruktora tańca John'ego ([person=285]Patrick Swayze[/person]). Między młodymi ludźmi rodzi się uczucie. Film okraszony muzyką, która w 1988 roku zdobyła Oskara i Złoty Glob. 
","['Melodramat', 'Muzyczny']"
147688,Red Eye,2005,6.22873,39505,"Lisa Reisert nienawidzi latania, jednak dzisiaj czeka ją lot samolotem. Przed godziną odlotu wypija drinka i flirtuje z nieznajomym Jacksonem. W samolocie okazuje się, że jej miejsce znajduje się tuż obok przystojnego mężczyzny, którego poznała w barze. Jednak jej radość z powodu tego spotkania jest krótkotrwała. Podczas lotu diametralnie zmienia swoją opinię o tym człowieku. Jackson pragnie zabić szefa Ministerstwa Obrony, a Lisa ma mu w tym pomóc. Jeżeli odmówi współpracy zginie jej ojciec. Lisa szuka wyjścia z tak beznadziejnej sytuacji.",['Thriller']
695409,Zaginiona dziewczyna,2014,7.75784,343783,"Wizjonerski thriller w reżyserii mistrza gatunku [person=10459]Davida Finchera[/person], nominowanego do Oscara twórcy: ""[film=528258]Social Network[/film]"", ""[film=123383]Ciekawego przypadku Benjamina Buttona[/film]"", ""[film=837]Podziemnego kręgu[/film]"", ""[film=62]Gry[/film]"" i ""[film=565637]Dziewczyny z tatuażem[/film]"". Ekranizacja bestsellerowej powieści [person=1936983]Gillian Flynn[/person]. Młoda kobieta znika bez śladu w przededniu piątej rocznicy ślubu. Wszystkie podejrzenia padają na męża, który wspierany przez swą siostrę postanawia dowieść swojej niewinności i rozwiązać zagadkę.",['Thriller']
10034351,Perfect Days,2023,7.49224,27318,"Mieszkający we współczesnym Tokio Hirayama (w tej roli fantastyczny [person=60470]Kōji Yakusho[/person], nagrodzony za swoją rolę na festiwalu w Cannes) to człowiek małomówny i zamknięty w sobie, jednak przepełniony miłością do świata i innych. Podążając za bohaterem, odkrywamy kolejne rytuały, w które angażuje się on z całkowitym oddaniem. Z czasem nawet prozaiczna praca Hirayamy, porządkującego miejskie toalety (każda jest architektonicznym arcydziełem), okazuje się niezwykłym ceremoniałem.",['Dramat']
10013944,Bękart,2023,7.48568,26705,"
Rok 1755. Kapitan Ludvig ([person=63456]Mads Mikkelsen[/person]) opuszcza przytułek dla weteranów wojennych i udaje się do króla. Śmie prosić o pozwolenie na kolonizację jutlandzkich wrzosowisk, a w przypadku powodzenia - nadania mu tytułu szlacheckiego, przekazania posiadłości oraz służby. Wzburzeni jego arogancją duńscy nadworni zakładają z góry porażkę, więc przystają na jego propozycję. Ludvig codziennie, mozolnie sprawdza centymetr po centymetrze glebę, szukając także chętnych do budowy kolonii, ale każdy z miejscowych wie, że ziemia jest nieurodzajna. Kiedy odbiera tajemnicze worki z Niemiec, potrzebuje pracowników, więc zmuszony jest zatrudnić parę uciekinierów. Mijają miesiące, powstaje dom i stodoła, a o jego planach dowiaduje się de Schinkel ([person=2377178]Simon Bennebjerg[/person]), bezlitosny władca ziemski planujący wykupić całość wrzosowisk. Przedstawia mu ofertę, lecz Ludvig sprzeciwia się...",['Dramat historyczny']
627100,Obecność,2013,7.39883,248535,"Lorraine Warren ([person=6449]Vera Farmiga[/person]) i Ed Warren ([person=109718]Patrick Wilson[/person]) to badacze zjawisk paranormalnych. Pewnego dnia zostają poproszeni o pomoc przez przerażoną rodzinę mieszkającą w starym domu na uboczu. Okazuje się, że domownicy są nawiedzani przez tajemniczą zjawę, która nie chce dać im spokoju. Para badaczy staje do walki z najstraszniejszym demonem, z jakim kiedykolwiek miała do czynienia.",['Horror']
10007534,Horyzont. Rozdział 1,2024,6.39955,6720,"Tysiące marzycieli, poszukiwaczy lepszego jutra, przemierzają bezkresne terytoria Stanów Zjednoczonych z nadzieją na znalezienie swojego miejsca na Ziemi. Narażeni na ataki rdzennych mieszkańców, broniących swojej ziemi i napaści bandytów szukających łatwego łupu, mierzą się z własnymi słabościami i gniewem natury w drodze ku wymarzonemu celowi. W kraju rozdartym krwawą wojną secesyjną krzyżują się losy szlachetnych i podłych, silnych i słabych, odważnych i tchórzy. Tylko nieliczni z nich dotrą do szczęśliwego kresu tej wielkiej wędrówki.",['Western']
10062123,Światłoczuła,2024,7.01958,12667,"Agata pracuje z nastoletnią młodzieżą w ośrodku wychowawczym, nurkuje na bezdechu, kocha życie i czerpie z niego pełnymi garściami. Nie widzi od dziecka. Robert jest gwiazdą fotografii. Choć mogłoby się zdawać, że ma wszystko – karierę, popularność, uznanie, to czuje jakby nie miał nic. Ich losy splatają się w nieoczekiwanym momencie – podczas sesji zdjęciowej. To spotkanie rozpoczyna inspirującą podróż ku poszukiwaniu akceptacji i odwadze bycia sobą. Agata uczy Roberta odbierać świat za pomocą wszystkich zmysłów. On uczy ją otwartości na to, co nowe, nieznane. Wspólnie zmierzą się z własnymi ograniczeniami, przeszłością i zawalczą o to, co w życiu najważniejsze – o miłość.",['Romans']
240046,W pogoni za szczęściem,2006,8.04797,277043,"Scenariusz filmu oparty jest na autentycznych wydarzeniach i opowiada o życiu [person=270206]Chrisa Gardnera[/person] ([person=214]Will Smith[/person]). Łańcuch zdarzeń pozostawia głównego bohatera bez pracy oraz domu w wieku 30 lat, odnajduje się wraz ze swym synkiem Chrisem Juniorem ([person=325892]Jaden Smith[/person]), żyjąc w łazience na stacji kolejowej w San Francisco. Wbrew swojemu beznadziejnemu położeniu, Gardner ze wszystkich sił stara się zostać maklerem. W końcu zostaje szkoleniowcem brokerów, a jego ranga wzrasta w takich firmach jak Dean Witter i Bear Stearns aż do jego obecnej pozycji - milioner będący wspólnikiem i właścicielem firmy w Chicago, zajmującej się pośrednictwem giełdowym - Gardner Rich & Co.","['Biograficzny', 'Dramat obyczajowy']"
451244,Skyfall,2012,7.38749,291099,"Po ataku na siedzibę MI6 M zostaje zmuszona do przeniesienia działalności do podziemnego centrum. Jej każdy krok śledzi nowy przewodniczący Komitetu Wywiadu i Bezpieczeństwa, Mallory. M może zaufać tylko Bondowi. Bez względu na konsekwencje 007 będzie musiał wytropić i zniszczyć zagadkowego przeciwnika. Z pomocą agentki Eve Bond podąża tropem tajemniczego i bezwzględnego Raoula Silvy. Z czasem zaczyna odkrywać motywy jego działań. 
",['Sensacyjny']
866826,Fantastyczna 4: Pierwsze kroki,2025,0.0,0,"Osadzona w inspirowanym latami '60 retro-futurystycznym świecie, historia przedstawia Pierwszą Rodzinę Marvela - Reeda Richardsa/Mistera Fantastica ([person=1003573]Pedro Pascal[/person]), Sue Storm/Niewidzialną Kobietę ([person=1654595]Vanessa Kirby[/person]), Johnny’ego Storma/Ludzką Pochodnię ([person=2338999]Joseph Quinn[/person]) oraz Bena Grimma/Stwora ([person=138831]Ebon Moss-Bachrach[/person]). Bohaterowie stają przed najtrudniejszym dotąd wyzwaniem. Zmagając się z koniecznością pogodzenia swoich superbohaterskich obowiązków z siłą rodzinnych więzi, muszą stanąć w obronie Ziemi przed wygłodniałym kosmicznym bogiem, Galactusem ([person=4047]Ralph Ineson[/person]), i jego enigmatycznym heroldem, Srebrnym Surferem ([person=1090250]Julia Garner[/person]). Sytuacja staje się jeszcze bardziej dramatyczna, gdy plan Galactusa - pożarcie całej planety i jej mieszkańców - nabiera dla nich osobistego wymiaru.
","['Akcja', 'Sci-Fi']"
594357,Strażnicy Galaktyki,2014,7.46452,271468,"Zuchwały awanturnik Peter Quill kradnie tajemniczy artefakt stanowiący obiekt pożądania złego i potężnego Ronana, którego ambicje zagrażają całemu wszechświatowi. Chcąc uniknąć gniewu Ronana, Quill zmuszony jest zawrzeć niewygodny sojusz z czterema niemającymi nic do stracenia outsiderami: Rocketem – uzbrojonym szopem, Grootem – drzewokształtnym humanoidem, śmiertelnie niebezpieczną i tajemniczą Gamorą i żądnym zemsty Draxem Niszczycielem. Kiedy główny bohater odkrywa prawdziwą moc artefaktu i zagrożenie, jakie stanowi on dla kosmosu, musi zmobilizować swoich niesubordynowanych towarzyszy do ostatniej bitwy, od której zależą losy galaktyki.","['Akcja', 'Sci-Fi']"
713552,Logan: Wolverine,2017,7.60132,184779,"Niedaleka przyszłość. Populacja mutantów skurczyła do kilku osobników. Zmęczony życiem Logan ([person=7916]Hugh Jackman[/person]) opiekuje się schorowanym Profesorem X ([person=4416]Patrick Stewart[/person]) w kryjówce przy granicy meksykańskiej. Pewnego dnia nieznajoma prosi by zaopiekował się Laurą ([person=2247064]Dafne Keen[/person]) - młodą mutantką ściganą przez tajemniczą organizację. Czy Logan da radę ochronić dziewczynę, z którą ma więcej wspólnego niż mu się wydaje?","['Dramat', 'Akcja', 'Sci-Fi']"
595471,Karate Kid: Legendy,2025,6.21334,1439,"Kiedy nowa znajoma potrzebuje pomocy, Li postanawia wziąć udział w turnieju karate, lecz jego umiejętności okazują się niewystarczające. Jego nauczyciel Pan Han ([person=3108]Jackie Chan[/person]) zwraca się o pomoc do Daniela LaRusso ([person=9155]Ralph Macchio[/person]), aby nauczył chłopca nowego stylu walki. Połączenie dwóch różnych filozofii ma pomóc Li w wygraniu turnieju i przezwyciężeniu własnych słabości.","['Familijny', 'Sztuki walki']"
623761,Iluzja,2013,7.38425,352173,"Istniejąca od wieków tajna organizacja OKO zbiera ekipę najbardziej  utalentowanych, obdarzonych niezwykłymi umiejętnościami iluzjonistów i  powierza im cel, którego nikt dotąd nie miał odwagi się podjąć. O grupie  robi się głośno po spektaklu, podczas którego rabują bank znajdujący  się na innym kontynencie, a miliony przelewają na konta ludzi obecnych  na widowni. Tropem iluzjonistów rusza agent FBI, przekonany, że za ich  działalnością musi kryć się coś więcej. Nie jest on jedynym człowiekiem,  który chce poznać tajemnicę grupy, która przygotowuje się do realizacji  bezprecedensowego planu. ","['Kryminał', 'Thriller']"
10044898,Prawdziwy ból,2024,6.54222,69901,"""[film=10044898]Prawdziwy ból[/film]"" to historia kuzynów Davida ([person=70101]Jesse Eisenberg[/person]) i Benji'ego ([person=6943]Kieran Culkin[/person]), którzy razem wybierają się do Polski, aby uczcić pamięć ukochanej babci. Podczas tej podróży, odkrywają nie tylko nieznane dotąd miejsca oraz fakty z historii ich rodziny, ale próbują też odbudować trudne i pełne napięć relacje.  
","['Dramat', 'Komedia']"
