id,title,year,rating,votes,description,genres
10003598,Ballerina. Z uniwersum Johna Wicka,2025,6.60011,7432,"Osierocona przez porywacza, który zabił jej ojca i uprowadził młodszą siostrę, 7-letnia Eve trafia do rodziny zastępczej. Przepełniona gniewem i żądzą zemsty zwraca na siebie uwagę tajemniczej organizacji Ruska Roma, która przygarnia ją i doskonali w sztuce tańca i zabijania. Jako dorosła kobieta, profesjonalna zabójczyni o nieprzeciętnych umiejętnościach i nieodpartym uroku, Eve łamie zasady swojej organizacji, by ruszyć na poszukiwania zabójcy ojca. Z Nowego Jorku krwawy trop prowadzi ją do małego alpejskiego miasteczka. Tu odkrywa kim tak naprawdę jest i dlaczego zniszczono jej rodzinę. A to dopiero początek jej drogi.","['Akcja', 'Thriller']"
10051624,Anora,2024,6.85431,41670,"Kobieta ma szansę przeżyć historię rodem z bajki, kiedy pod wpływem impulsu wychodzi za mąż za syna potężnego rosyjskiego oligarchy. Kiedy wiadomość o ślubie dociera do Rosji, jej bajka zostaje zagrożona. Teściowie zamierzają przyjechać do Nowego Jorku i wymusić unieważnienie małżeństwa...","['Dramat', 'Komedia']"
113329,Vinci,2004,7.10622,254323,"Po kilku latach odsiadywania kary za kradzież z włamaniem Cuma wychodzi z więzienia ze względu na zły stan zdrowia. Jego wyjście zaaranżował Gruby, paser, który zleca Cumie kradzież obrazu Leonarda da Vinci ""Dama z łasiczką"" z Muzeum Czartoryskich w Krakowie. 

Cuma - specjalista od kradzieży dzieł sztuki - kompletuje ekipę. Zaczyna od wizyty u byłego wspólnika Juliana - specjalisty od ładunków wybuchowych. Mimo że przyjaciel porzucił złodziejski proceder, Cuma proponuje mu udział w kradzieży. Julian ma dylemat: z jednej strony dług wdzięczności wobec przyjaciela, który nie wydał go w śledztwie, z drugiej - obawa przed powrotem do dawnego życia. Próbuje więc pogodzić wodę z ogniem. Zgadza się wziąć udział w skoku, ale jednocześnie robi wszystko, by kradzież nie doszła do skutku. Zwraca się do starego fałszerza Hagena z prośbą o wykonanie kopii ""Damy z łasiczką"". Ten odmawia wymawiając się wiekiem, ale poleca mu Magdę - 28-letnią studentkę konserwacji zabytków na krakowskiej ASP. ",['Komedia kryminalna']
10009480,Oszukać przeznaczenie: Więzy krwi,2025,6.42582,15274,"""Oszukać przeznaczenie: Więzy krwi"", najnowsza odsłona krwawego i kasowego cyklu studia New Line Cinema, zabiera widzów do samych początków tego, jak śmierć zaczęła realizować swoje obłąkane poczucie sprawiedliwości. Prześladowana strasznym, powtarzającym się koszmarem studentka Stefanie wraca do rodzinnego miasta. Chce odnaleźć jedyną osobę, która może przerwać błędne koło i ocalić członków jej rodziny przed niechybnie czekającą ich makabryczną śmiercią. 

",['Horror']
658333,Fenicki układ,2025,6.63218,6631,"Jest 1950 rok. Anatole ""Zsa-zsa"" Korda ([person=5081]Benicio del Toro[/person]), enigmatyczny przemysłowiec i jeden z najbogatszych ludzi w Europie, po raz kolejny uchodzi z życiem z katastrofy lotniczej (to już jego szósty wypadek). Jego szeroko zakrojone, niezwykle skomplikowane i bezwzględne działania biznesowe uczyniły go wrogiem nie tylko konkurencyjnych korporacji, ale także rządów o każdej możliwej ideologii – i celem dla niezliczonych zamachowców.

Obecnie Korda stoi u progu finalizacji projektu życia: monumentalnego planu rozwoju infrastruktury morskiej i lądowej w Fenicji, zwanego [i]Korda Land and Sea Phoenician Infrastructure Scheme[/i]. To przedsięwzięcie, choć potencjalnie niezwykle dochodowe, niesie za sobą ogromne ryzyko finansowe.

W tym kluczowym momencie Korda postanawia wyznaczyć następczynię – swoją dwudziestoletnią, dawno niewidzianą córkę Liesl, która… obecnie jest zakonnicą. Wraz z osobistym nauczycielem Bjornem ([person=86186]Michael Cera[/person]), Zsa-zsa i Liesl przemierzają nowoczesną, niezależną Fenicję, odwiedzając partnerów biznesowych i próbując załatać rosnącą lukę finansową.
Po drodze Liesl rozpoczyna własne śledztwo w sprawie niewyjaśnionego morderstwa swojej matki – pierwszej żony Zsa-zsy – które miało miejsce dziesięć lat wcześniej.","['Dramat', 'Komedia']"
658317,Wielkie piękno,2013,7.74778,73916,"""Wielkie piękno"" to wizualnie oszałamiająca, kontemplacyjna podróż przez Rzym i życie głównego bohatera filmu, Jepa Gambardelli, starzejącego się dziennikarza i pisarza, który po latach hedonistycznego życia zaczyna rozliczać się ze swoją przeszłością. Słynący z ironicznego dystansu i bycia stałym bywalcem elitarnych przyjęć, Jep z pozornym spokojem dryfuje przez świat włoskiej wyższej sfery. Jednak pod powierzchnią blichtru, rozmów o sztuce i filozofii kryje się głęboka tęsknota za autentycznym pięknem i duchowym spełnieniem.

Film [person=145500]Paolo Sorrentino[/person] jest nie tylko melancholijną medytacją nad przemijaniem i pustką życia towarzyskiego, lecz także listem miłosnym do Rzymu – miasta pełnego kontrastów, historii i ukrytych cudów. Rzym, nostalgiczny i okrutny, staje się równorzędnym bohaterem. Jego zabytki, ulice i życie nocne tworzą kontrast między historycznym pięknem a współczesną dekadencją. Stylowa reżyseria, wyrafinowane zdjęcia i symboliczne obrazy tworzą razem film, który bywa porównywany do dzieł [person=31760]Federica Felliniego[/person], zwłaszcza do ""[film=30940]Słodkiego życia[/film]"". ","['Dramat', 'Komedia']"
841602,Wiking,2022,6.71255,52232,"Młody książę Amleth ([person=156197]Alexander Skarsgard[/person]) jest u progu stania się mężczyzną, gdy jego ojciec, król Aurvandil War Raven ([person=183]Ethan Hawke[/person]), zostaje brutalnie zamordowany przez wuja Fjolnira [u]([/u][person=154312]Claes Kasper Bang[/person]), który porywa matkę chłopca - księżną Gudrún ([person=59]Nicole Kidman[/person]). Uciekając łodzią ze swojego królestwa, dziecko poprzysięga zemstę.

Dwie dekady później Amleth jest wikingiem najeżdżającym słowiańskie wioski, gdzie pewna czarownica ([person=10065]Björk[/person]), przypomina mu o jego przysiędze: pomścić ojca, ocalić matkę, zabić wuja. Podróżując na statku z niewolnikami do Islandii, Amleth dostaje się na farmę swojego wuja z pomocą Olgi ([person=2188235]Anya Taylor-Joy[/person]), zniewolonej słowiańskiej kobiety - i wyrusza, by dotrzymać przysięgi.",['Dramat']
10002817,Oppenheimer,2023,7.87485,172792,"[person=205308]Oppenheimer[/person] w czasie II wojny światowej był dyrektorem programu rozwoju broni jądrowej ""Manhattan"".  Poza działalnością związaną z bronią atomową [person=205308]Oppenheimer[/person] miał ogromne osiągnięcia w innych dziedzinach fizyki, między innymi w badaniach czarnych dziur oraz promieniowania kosmicznego. Resztę życia po opracowaniu bomby atomowej poświęcił na działalność na rzecz ograniczania rozprzestrzeniania się broni jądrowej. Był oskarżany przez amerykański rząd i służby o powiązania z ruchem komunistycznym oraz działalność szpiegowską. W latach 50. został pozbawiony dostępu do tajnych dokumentów. Dopiero prezydent [person=108214]Kennedy[/person] dokonał jego politycznej rehabilitacji. [person=205308]Oppenheimer[/person] jest dziś uznawany za jeden z symboli pacyfizmu i sprzeciwu wobec rozprzestrzeniania broni atomowej.","['Dramat', 'Biograficzny']"
528758,Wicked,2024,7.02009,21602,"W nieopowiedzianej historii czarownic z krainy Oz zobaczymy jako Elphabę [person=2393804]Cynthię Erivo[/person], zdobywczynię nagród: Emmy, Grammy i Tony. Elphaba jest niezwykłą kobietą ze względu na zielony kolor skóry, która jeszcze nie odkryła swojej prawdziwej mocy. W roli Glindy zobaczymy zdobywczynię nagrody Grammy, supergwiazdę [person=1283117]Arianę Grande[/person], która jeszcze nie odkryła swojego prawdziwego serca. Obie bohaterki są studentkami Uniwersytetu Shiz w fantastycznej Krainie Oz i nawiązują głęboką przyjaźń. Jednak po spotkaniu z Czarnoksiężnikiem z Krainy Oz ich przyjaźń staje na rozdrożu, a ich życie obiera zupełnie inne ścieżki. Glinda pragnie popularności, marzy o władzy, podczas gdy Elphaba pozostaje wierna sobie i tym, którzy ją otaczają. Jej postawa ma jednak nieoczekiwane konsekwencje dla jej przyszłości. Niezwykłe przygody w krainie Oz sprawią, że ostatecznie wypełnią swoje przeznaczenie jako Dobra Czarownica z Południa i Zła Czarownica z Zachodu.","['Fantasy', 'Musical', 'Przygodowy']"
10072953,Księgowy 2,2025,6.45124,13875,"Christian Wolff ([person=125]Ben Affleck[/person]) ma talent do rozwiązywania skomplikowanych problemów. Kiedy jego dawny znajomy zostaje zamordowany, a jedyną wskazówką jest tajemnicza wiadomość: „znajdź księgowego”, Wolff czuje się zobowiązany rozwiązać sprawę. Zdając sobie sprawę, że potrzebne będą bardziej radykalne środki, zwraca się o pomoc do swojego oddalonego i niezwykle zabójczego brata, Braxa ([person=290114]Jon Bernthal[/person]). Wspólnie z Marybeth Mediną ([person=479696]Cynthia Addai-Robinson[/person]), zastępczynią dyrektora w Departamencie Skarbu USA, odkrywają śmiertelną konspirację, stając się celem bezwzględnej sieci zabójców, którzy zrobią wszystko, by ich tajemnice pozostały ukryte.","['Dramat', 'Sensacyjny']"
10003481,Diuna: Część druga,2024,8.1317,130193,"""Diuna: Część druga"" ukazuje imponującą podróż Paula Atrydy, który zawiera sojusz z Chani i Fremenami. Jednocześnie wkracza na wojenną ścieżkę, pałając żądzą zemsty na spiskowcach, którzy doprowadzili do upadku jego rodziny. Stając przed wyborem między miłością życia a losem znanego wszechświata, Paul pragnie zapobiec tragicznej przyszłości, którą tylko on potrafi przewidzieć.",['Sci-Fi']
998,Forrest Gump,1994,8.54786,1022656,"""Forrest Gump"" to romantyczna historia, w której [person=124]Tom Hanks[/person] wcielił się w tytułową postać - nierozgarniętego młodego człowieka o wielkim sercu i zdolności do odnajdywania się w największych wydarzeniach w historii USA, począwszy od swego dzieciństwa w latach 50-tych. Po tym, jak staje się gwiazdą footballu, odznaczonym bohaterem wojennym i odnoszącym sukcesy biznesmenem, główny bohater zyskuje status osobistości, lecz nigdy nie rezygnuje z poszukiwania tego, co dla niego najważniejsze - miłości swej przyjaciółki, Jenny Curran. 

Forrest jest małym chłopcem, kiedy jego ojciec porzuca rodzinę, a matka utrzymuje siebie i syna biorąc pod swój dach lokatorów. Kiedy okazuje się, że jej chłopiec ma bardzo niski iloraz inteligencji, pozostaje nieustraszona w swoim przekonaniu, że ma on takie same możliwości, jak każdy inny. To prawda - takie same, a nawet dużo większe. W całym swym życiu Forrest niezamierzenie znajduje się twarzą w twarz z wieloma legendarnymi postaciami lat 50-tych, 60-tych i 70-tych. Wiedzie go to na boisko piłki nożnej, poprzez dżungle Wietnamu, Waszyngton, Chiny, Nowy Jork, do Luizjany i w wiele innych miejsc, a wszystko to relacjonuje on w swych poruszających i wstrząsających opowieściach przypadkowo spotkanym osobom.","['Dramat', 'Komedia']"
837508,Gladiator II,2024,6.08567,55455,"Lucjusz ([person=2756128]Paul Mescal[/person]) jako dziecko był świadkiem śmierci Maximusa z rąk swojego wuja Commodusa. Teraz decyduje się walczyć w Koloseum jako gladiator, aby przeciwstawić się dwóm cesarzom, rządzących Rzymem żelazną pięścią. Z wściekłością w sercu i z nadzieją na lepszą przyszłość Cesarstwa Lucjusz musi spojrzeć w przeszłość, aby znaleźć siłę i honor, by zwrócić chwałę Rzymu jego ludowi.",['Dramat historyczny']
10031574,Lilo & Stitch,2025,7.39731,11510,"""Lilo i Stich"" to szalenie zabawna i wzruszająca adaptacja klasycznego filmu Disneya z 2002 roku, opowiadająca o samotnej dziewczynce z Hawajów oraz zbiegłym kosmicie, który pomaga jej naprawić skomplikowane relacje rodzinne. Niezwykła więź, która połączy Lilo i Sticha pozwoli im zrozumieć, czym jest prawdziwa przyjaźń oraz to, że najbardziej w życiu liczą się najbliżsi, którzy nigdy nie zostawią nas w potrzebie.","['Komedia', 'Przygodowy']"
10048054,Pod przykrywką,2025,6.33637,4388,"Kat ([person=125491]Bryce Dallas-Howard[/person]), początkująca komiczka, prowadzi zajęcia z improwizacji i zaczyna się zastanawiać, czy nie przegapiła swojej szansy na sukces. Wszystko zmienia się, gdy pracujący pod przykrywką policjant oferuje jej rolę życia. Kat, wraz z dwójką swoich uczniów – Marlonem ([person=8346]Orlando Bloom[/person]) i Hughiem ([person=1017861]Nick Mohammed[/person]), musi przeniknąć do londyńskiego świata przestępczego, udając groźnych kryminalistów. Szybko okazuje się, że sytuacja wymyka im się spod kontroli.",['Komedia kryminalna']
